iter	MultiClass
225	0.5464831389
226	0.546329068
227	0.5461719047
228	0.5460853093
229	0.5457791883
230	0.5457106744
231	0.5453345647
232	0.545221129
233	0.5446895201
234	0.5445837405
235	0.5441890029
236	0.5440161012
237	0.5438730189
238	0.543634511
239	0.5434576826
240	0.5432731741
241	0.5430953057
242	0.5428343526
243	0.5425947995
244	0.5423243485
245	0.5421605332
246	0.541716556
247	0.54148453
248	0.5413976839
249	0.5408160774
250	0.5406633076
251	0.5404691173
252	0.5403412348
253	0.5401209062
254	0.5398564624
255	0.5397445678
256	0.5395228691
257	0.5392852987
258	0.5390519902
259	0.5388310168
260	0.5387903434
261	0.5386720239
262	0.5385814875
263	0.5384224
264	0.5383023047
265	0.5379098545
266	0.5378007642
267	0.5376936364
268	0.5375810218
269	0.5375208
270	0.537102341
271	0.5369674894
272	0.5367559936
273	0.5366180848
274	0.5362847918
275	0.5360576451
276	0.5359285942
277	0.5358171958
278	0.5357026693
279	0.5355206083
280	0.535361782
281	0.5352311309
282	0.5350134385
283	0.5348555973
284	0.5347609611
285	0.5345911957
286	0.5343669299
287	0.5342534739
288	0.5339931412
289	0.5339459758
290	0.5337043653
291	0.5335980552
292	0.5333210622
293	0.5331120689
294	0.5329832714
295	0.5328540025
296	0.5327525156
297	0.5326978445
298	0.5325135368
299	0.5323377564
300	0.5322388544
301	0.5320771209
302	0.5319782214
303	0.5317868656
304	0.5315819793
305	0.5311236495
306	0.5309575852
307	0.5308594888
308	0.5306985964
309	0.530506471
310	0.5304712169
311	0.5303164024
312	0.5301475386
313	0.5300063182
314	0.5298555555
315	0.5294853214
316	0.5293715036
317	0.5292787757
318	0.5291020932
319	0.5289343851
320	0.5288461498
321	0.5287344706
322	0.5285664787
323	0.5284270324
324	0.5282929469
325	0.5280774064
326	0.5279282479
327	0.5277299606
328	0.5275786585
329	0.5274202888
330	0.527337214
331	0.5269775684
332	0.5268053193
333	0.5267183128
334	0.5264660425
335	0.5263146071
336	0.5261986971
337	0.5260383243
338	0.5259141325
339	0.5257973326
340	0.5256928912
341	0.5255766543
342	0.5254763363
343	0.525290535
344	0.5251228832
345	0.5250211664
346	0.5249687992
347	0.5249272251
348	0.5247430326
349	0.5245033761
350	0.5243705044
351	0.524210156
352	0.5239638709
353	0.5237692483
354	0.52358802
355	0.5233921528
356	0.5232852399
357	0.5231131271
358	0.5228881283
359	0.5227112464
360	0.5224891121
361	0.5223249377
362	0.5222617563
363	0.5219828793
364	0.52191692
365	0.5217891705
366	0.5217390096
367	0.5215463083
368	0.5214727492
369	0.5213802247
370	0.5212642586
371	0.5211162467
372	0.5210018768
373	0.5207964061
374	0.5206714957
375	0.5205651685
376	0.5203173307
377	0.5201486891
378	0.5199888178
379	0.5198227103
380	0.5195896935
381	0.5193193584
382	0.5190311466
383	0.5188910454
384	0.5187023371
385	0.518502035
386	0.5184212248
387	0.5183328259
388	0.5182567909
389	0.5180207691
390	0.5178420585
391	0.5177001283
392	0.5175507931
393	0.5173727955
394	0.5173107537
395	0.51717947
396	0.517050286
397	0.5169473139
398	0.5168030243
399	0.5167173393
400	0.5165839368
401	0.5164704662
402	0.516300273
403	0.5162393358
404	0.5161180186
405	0.5160522933
406	0.5158308374
407	0.5156739777
408	0.5155950151
409	0.5155444988
410	0.5153961396
411	0.5153193315
412	0.5152445259
413	0.5151652047
414	0.5150500336
415	0.5149355313
416	0.5148132269
417	0.5147475035
418	0.5146801314
419	0.5144740745
420	0.5143653005
421	0.5142602973
422	0.51411017
423	0.5139282834
424	0.5138897893
425	0.5137091241
426	0.5135945763
427	0.5134868234
428	0.5133673642
429	0.5131846393
430	0.513135047
431	0.5130653666
432	0.5129342922
433	0.5128610682
434	0.5126683393
435	0.5125818677
436	0.5124285717
437	0.5123233231
438	0.5121576914
439	0.5119831368
440	0.5119497054
441	0.5118367399
442	0.5117434804
443	0.5116456909
444	0.511433074
445	0.511221416
446	0.5111388859
447	0.5110564968
448	0.5110042546
449	0.5108152588
450	0.5107286605
451	0.5106533846
452	0.5105846229
453	0.5103134919
454	0.5101580581
455	0.5101246399
456	0.509907083
457	0.5097263501
458	0.5096352896
459	0.5095951684
460	0.5094788881
461	0.5092644154
462	0.5090500038
463	0.508882741
464	0.5087952586
465	0.5086484867
466	0.5085886336
467	0.5085226339
468	0.5082225855
469	0.5081629168
470	0.5080582273
471	0.5079792055
472	0.5078788186
473	0.5077719186
474	0.5075911862
475	0.507489619
476	0.5072963046
477	0.5072224404
478	0.5071615783
479	0.5069380734
480	0.5068950735
481	0.5066787964
482	0.506637641
483	0.5065189601
484	0.5062841738
485	0.5062456995
486	0.5062002068
487	0.5060195443
488	0.5056686975
489	0.5055213303
490	0.505437994
491	0.505377199
492	0.5052341687
493	0.505126102
494	0.5048975976
495	0.504841059
496	0.5046381249
497	0.5044711135
498	0.5043017771
499	0.5042656797
500	0.5040855984
501	0.5038640105
502	0.5038398031
503	0.5035902635
504	0.5035160093
505	0.5033905732
506	0.5031482265
507	0.5030123929
508	0.5028016399
509	0.5026169856
510	0.5025453766
511	0.5024449417
512	0.5023648088
513	0.5023237198
514	0.5021948582
515	0.5020853079
516	0.5019617828
517	0.5018668169
518	0.5017503296
519	0.5016926069
520	0.501578679
521	0.5013360561
522	0.5011610214
523	0.5010434936
524	0.501004731
525	0.5008138517
526	0.5006908788
527	0.5005753267
528	0.5005285332
529	0.5004401138
530	0.5002996728
531	0.5001403768
532	0.5001312185
533	0.4999700312
534	0.4998337713
535	0.4996527051
536	0.4994578408
537	0.499378256
538	0.4992572006
539	0.4990844015
540	0.4989389585
541	0.4988467922
542	0.4987004588
543	0.4985128279
544	0.4983285941
545	0.4982437573
546	0.4981161287
547	0.4979361606
548	0.4978023333
549	0.4976996214
550	0.4976708585
551	0.4976213245
552	0.497484683
553	0.49740958
554	0.4971839574
555	0.4971304011
556	0.4969733059
557	0.4968964577
558	0.4968195241
559	0.4967404766
560	0.4966962602
561	0.4965275606
562	0.4964084493
563	0.4962291723
564	0.4961709106
565	0.4961086141
566	0.4959105072
567	0.4957947961
568	0.4956074745
569	0.4955124388
570	0.4954761586
571	0.4953474123
572	0.4952406866
573	0.4950678307
574	0.4949991592
575	0.4949192858
576	0.4948783779
577	0.4946878482
578	0.4945823217
579	0.4945293911
580	0.494501274
581	0.4943796067
582	0.4942996734
583	0.4942096542
584	0.4940151978
585	0.4938986609
586	0.49380749
587	0.4936933973
588	0.4936329477
589	0.4935250253
590	0.4934068799
591	0.4933500331
592	0.4932246223
593	0.4931621847
594	0.4931020017
595	0.4930403228
596	0.4928685414
597	0.4927959802
598	0.492686987
599	0.4925834352
600	0.4924111559
601	0.4922829771
602	0.4921978023
603	0.4920590439
604	0.491909435
605	0.4918549107
606	0.4918351437
607	0.4917255304
608	0.491645076
609	0.491445061
610	0.4913081194
611	0.4911732415
612	0.4910157534
613	0.4909942052
614	0.4909593966
615	0.4909129489
616	0.4907332357
617	0.4906251447
618	0.4905567505
619	0.4904476854
620	0.4903938849
621	0.4902902382
622	0.4902302586
623	0.4901558624
624	0.4900726186
625	0.4899542631
626	0.4898715837
627	0.489637138
628	0.4895452256
629	0.489366819
630	0.4891974672
631	0.4891065562
632	0.4889770319
633	0.4889020137
634	0.4886926344
635	0.488560854
636	0.4883779699
637	0.4881596082
638	0.4880284803
639	0.4879332335
640	0.4878620005
641	0.4878180069
642	0.487692316
643	0.4876469041
644	0.4875038694
645	0.4874320186
646	0.4874147291
647	0.4873493055
648	0.4872693465
649	0.4871618211
650	0.4870723598
651	0.4870423862
652	0.4869097537
653	0.4868854703
654	0.4868024052
655	0.4866359069
656	0.4865227477
657	0.4863539684
658	0.4862912747
659	0.4860515022
660	0.4859307575
661	0.4858605681
662	0.4857507811
663	0.4856920516
664	0.4856160782
665	0.4855176508
666	0.4854715485
667	0.4854570246
668	0.4853801397
669	0.4852284146
670	0.4851128449
671	0.485048932
672	0.4849561292
673	0.4848834076
674	0.484832485
675	0.4847778855
676	0.4847184403
677	0.4846588672
678	0.4845621116
679	0.4843496156
680	0.4843199253
681	0.4842529542
682	0.4841507451
683	0.4839984762
684	0.4839362747
685	0.4838026157
686	0.4837434797
687	0.4836573867
688	0.4836246732
689	0.4835658874
690	0.4833812229
691	0.4831544705
692	0.4830762884
693	0.4829493136
694	0.4827461303
695	0.4826575034
696	0.4825460808
697	0.4825129596
698	0.482505719
699	0.4824423347
700	0.4823884965
701	0.4822581934
702	0.4822168746
703	0.4820778985
704	0.4819361362
705	0.4818346707
706	0.4817610601
707	0.4817225866
708	0.4815991815
709	0.4815432528
710	0.4813868552
711	0.4813246942
712	0.4812038532
713	0.4811362184
714	0.481086336
715	0.4809932196
716	0.4809234327
717	0.4808857036
718	0.4806843981
719	0.4806526385
720	0.4805519624
721	0.4804297506
722	0.480288199
723	0.4802026854
724	0.4800734484
725	0.4800331388
726	0.4799341124
727	0.479847019
728	0.4798133044
729	0.4797216394
730	0.4796299745
731	0.4795449019
732	0.4794764193
733	0.4793213067
734	0.47926338
735	0.4792149948
736	0.4791342179
737	0.479000114
738	0.4789157795
739	0.4788242185
740	0.4787274457
741	0.4786391541
742	0.478544683
743	0.4784963086
744	0.4784482751
745	0.478349777
746	0.4783013477
747	0.4781982413
748	0.4780413214
749	0.477958516
750	0.477765788
751	0.477565564
752	0.4774816512
753	0.477424369
754	0.4772530892
755	0.4771703234
756	0.4770880963
757	0.4770091276
758	0.4768298437
759	0.4767476978
760	0.4766822241
761	0.47662366
762	0.4764787484
763	0.476406404
764	0.4763471059
765	0.4762272647
766	0.4762012799
767	0.4761076407
768	0.4759657532
769	0.4759493516
770	0.4758548267
771	0.4757559253
772	0.4756475531
773	0.4755680567
774	0.4754537071
775	0.475372995
776	0.475240318
777	0.4751076497
778	0.4750521713
779	0.4748981462
780	0.4747683393
781	0.4747268859
782	0.4747084988
783	0.4746077014
784	0.4744927903
785	0.4743650992
786	0.4743031841
787	0.4742357321
788	0.4740560458
789	0.4738352782
790	0.4737886675
791	0.4737447421
792	0.4736978502
793	0.4736771635
794	0.4736078651
795	0.473541798
796	0.4734621158
797	0.4733282927
798	0.473213751
799	0.473152013
800	0.4729799143
801	0.472929855
802	0.4728349308
803	0.4727778426
804	0.4726922556
805	0.4725811375
806	0.4724853404
807	0.4723994136
808	0.4723616453
809	0.472189934
810	0.4720824946
811	0.4719316816
812	0.4718862759
813	0.4717998133
814	0.4716689566
815	0.4715483781
816	0.4714841288
817	0.4714215473
818	0.4712580663
819	0.4712181661
820	0.4711315933
821	0.4710705873
822	0.4709450171
823	0.4707693767
824	0.470707077
825	0.470659452
826	0.4705454398
827	0.4704706342
828	0.4703999736
829	0.4702021135
830	0.4701542025
831	0.470097762
832	0.4699973364
833	0.4699523248
834	0.4698933988
835	0.4698606141
836	0.4697616791
837	0.4696462581
838	0.4695957682
839	0.4695380864
840	0.4694493746
841	0.4693093445
842	0.4692480177
843	0.4692255112
844	0.4691627294
845	0.4690558344
846	0.4689332759
847	0.468876256
848	0.4688229873
849	0.4687874043
850	0.4687356553
851	0.4686330534
852	0.4685472991
853	0.4684831246
854	0.4683585141
855	0.4682894233
856	0.4681575136
857	0.467977391
858	0.4679120528
859	0.4677261842
860	0.4674645401
861	0.4674065535
862	0.4673159214
863	0.4671827133
864	0.4670479811
865	0.4670230415
866	0.4669719461
867	0.4668977939
868	0.4667569825
869	0.4665349695
870	0.4663712588
871	0.4663401402
872	0.4662987429
873	0.4662253584
874	0.4661862804
875	0.466140718
876	0.466068217
877	0.4658390655
878	0.4657742858
879	0.4655863112
880	0.4655247775
881	0.4654378307
882	0.4653611629
883	0.4652574288
884	0.4651295205
885	0.4650075537
886	0.4649666666
887	0.4649348688
888	0.4649081935
889	0.4648483438
890	0.4648271082
891	0.4646847411
892	0.4646324383
893	0.464456725
894	0.4644235061
895	0.4643306793
896	0.4642225518
897	0.464115076
898	0.464066417
899	0.4639982484
900	0.4638700388
901	0.4637797682
902	0.4637246834
903	0.4637146374
904	0.463610813
905	0.4635429934
906	0.4634017231
907	0.4632404859
908	0.4631165784
909	0.4630493869
910	0.4629540907
911	0.4629175161
912	0.4628434678
913	0.4627996355
914	0.462700423
915	0.4626080922
916	0.4625366645
917	0.4624785306
918	0.4623996485
919	0.4623663339
920	0.4622990353
921	0.4621516588
922	0.4620807116
923	0.4620327714
924	0.461959206
925	0.4618973249
926	0.4618243184
927	0.4618155514
928	0.4617154553
929	0.4616549388
930	0.4616426526
931	0.4615561847
932	0.4614979125
933	0.4613861372
934	0.4613111722
935	0.4611865003
936	0.461124914
937	0.4609881702
938	0.4608857005
939	0.4608083291
940	0.4606462879
941	0.4606158063
942	0.4605884736
943	0.4605237155
944	0.4604174441
945	0.460356909
946	0.4602562032
947	0.4602292094
948	0.4600712564
949	0.4599718589
950	0.4599020857
951	0.4597929
952	0.4596740917
953	0.4596383381
954	0.4595964036
955	0.4594879245
956	0.4593254406
957	0.4592205116
958	0.4591008159
959	0.4590097915
960	0.4588593264
961	0.4587903734
962	0.4587113973
963	0.4586276317
964	0.458573086
965	0.4584769851
966	0.45837034
967	0.4582548858
968	0.4581433789
969	0.458000661
970	0.4579203743
971	0.4578154075
972	0.4577577892
973	0.4576950429
974	0.4575983808
975	0.4575067967
976	0.4573465966
977	0.4573049904
978	0.4572533245
979	0.4571570232
980	0.457017734
981	0.456934732
982	0.4567510307
983	0.4566616163
984	0.4565572406
985	0.4563802652
986	0.4563290414
987	0.4562011148
988	0.4561388212
989	0.4561053518
990	0.455974116
991	0.4558256413
992	0.4558023826
993	0.4557660753
994	0.4557345868
995	0.4556281479
996	0.4555393006
997	0.4554487542
998	0.4553542661
999	0.4552300422
